id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fkeystone~stable%2Fmitaka~Icf9caac030e62deb17ce5df3a82737b408591ac0,openstack/keystone,stable/mitaka,Icf9caac030e62deb17ce5df3a82737b408591ac0,Fix keystone-manage config file path,MERGED,2016-03-28 20:12:58.000000000,2016-03-28 22:16:13.000000000,2016-03-28 22:16:13.000000000,1,1,0,298420,dd38543bdc2a11b38162fda616fd7933f1539397,bug/1561099,7,3,1,1,8482,Colleen Murphy,krinkle,"Fix keystone-manage config file path

Without this patch, the keystone-manage command looks for a default
keystone.conf relative to the installed executable. In a developer's
case this is likely to be relative to <venv name>/bin/keystone-manage.
If installed via distro packages this will be something like
/usr/bin/keystone-manage. The keystone developer documentation
instructs the developer to copy the sample config file into the etc/
directory of the keystone source directory[1], which is not necessarily
related to where the keystone-manage executable is installed. This
patch causes the keystone-manage command to search for
etc/keystone.conf relative to the python source file,
keystone/cmd/manage.py, which will always be in the same place relative
to the keystone repo's etc/ directory. If installed via distro packages
this will cause keystone-manage to search for the config in something
like /usr/lib/python2.7/dist-packages, but since it falls back to
searching the standard oslo.cfg directories, the behavior won't change.

[1] http://docs.openstack.org/developer/keystone/developing.html#configuring-keystone

Closes-bug: #1561099

Change-Id: Icf9caac030e62deb17ce5df3a82737b408591ac0
(cherry picked from commit 139f892fecf4ce645e3a7a6a7d1087a94f402f89)
"
openstack%2Fi18n~master~I2ae065a3e26ae656693769dd4823d9517c6c95b5,openstack/i18n,master,I2ae065a3e26ae656693769dd4823d9517c6c95b5,Updated from global requirements,MERGED,2016-03-28 19:27:24.000000000,2016-03-28 22:14:15.000000000,2016-03-28 22:14:15.000000000,1,1,0,298392,e06c4b33fbd1245c965577cedefdbe13d3fcdcc5,openstack/requirements,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: I2ae065a3e26ae656693769dd4823d9517c6c95b5
"
openstack%2Ftacker~master~I59526f4868fb0189f963dc146d13d24831518b4d,openstack/tacker,master,I59526f4868fb0189f963dc146d13d24831518b4d,Implements auto flavor creation,MERGED,2016-03-09 18:23:56.000000000,2016-03-28 22:12:49.000000000,2016-03-28 22:12:49.000000000,544,23,45,290751,5ffbb36ee468de70b878b1cb58e256c1f361522a,auto_flavor,72,8,22,17,12455,bharaththiruveedula,bharaththiruveedula,"Implements auto flavor creation

Partially-implements: automatic-resource-creation
Change-Id: I59526f4868fb0189f963dc146d13d24831518b4d
"
openstack%2Frequirements~stable%2Fliberty~If9e8dfadb2ff160bb7c2b2993fab498a96a6906c,openstack/requirements,stable/liberty,If9e8dfadb2ff160bb7c2b2993fab498a96a6906c,"Revert ""Tolerate both new and old setuptools""",MERGED,2016-03-18 05:49:37.000000000,2016-03-28 22:08:01.000000000,2016-03-28 22:08:01.000000000,2,7,0,294398,45f15af4d0efe5572e7ef613e41b2dda2035d1b7,bindep,16,4,2,1,12898,Tony Breeds,tonyb,"Revert ""Tolerate both new and old setuptools""

setuptools 20.3 was released 2016-03-15T21:11:21 which solves the
vendorised excpetion issue from 20.2.2

This is a partial revert or commit
  5bf6d89969f28a10f1e9b763f007e6a3099a3c22.

This original commit contained 2 changed that were squashed.  We only
want to revert the stuptools relevant parts not the other-requirements
changes.

Change-Id: If9e8dfadb2ff160bb7c2b2993fab498a96a6906c
"
openstack%2Frequirements~stable%2Fmitaka~I56c087ee5b5c0c877752a9952727422741c72028,openstack/requirements,stable/mitaka,I56c087ee5b5c0c877752a9952727422741c72028,bump ceilometerclient upper constraint,MERGED,2016-03-28 12:29:45.000000000,2016-03-28 22:07:55.000000000,2016-03-28 22:07:55.000000000,1,1,0,298218,633c2bcde4468ac104d85a14490c38e799b1035c,ceilometerclient,9,2,1,1,6537,gordon chung,chungg,"bump ceilometerclient upper constraint

Change-Id: I56c087ee5b5c0c877752a9952727422741c72028
"
openstack%2Fpython-tripleoclient~master~I849593e6328f3883235e9ae34232f92d6b3c0d80,openstack/python-tripleoclient,master,I849593e6328f3883235e9ae34232f92d6b3c0d80,Turn the orchestration client reference into a property,MERGED,2015-09-17 14:25:33.000000000,2016-03-28 22:00:10.000000000,2015-10-27 12:34:52.000000000,10,8,0,224752,90bf132049d5f8896b9e3984bddf497881454ec6,orchestration-refactor,31,6,4,6,7065,Brad P. Crochet,bcrochet,"Turn the orchestration client reference into a property

Use a property instead of a function. This is more in line with how the
clients are referenced with openstackclient, thereby making it easier
to switch to the a Heat OSC plugin in the future.

Change-Id: I849593e6328f3883235e9ae34232f92d6b3c0d80
"
openstack%2Fironic~master~I6b1aff7b8976726ebc91360ee5c61cef1fed7aa9,openstack/ironic,master,I6b1aff7b8976726ebc91360ee5c61cef1fed7aa9,Fix typos in some source files.,MERGED,2016-03-25 08:52:48.000000000,2016-03-28 21:57:42.000000000,2016-03-28 21:57:42.000000000,4,4,1,297576,2c824a7343269b9534f67cdd0e37e5b156e9926e,fix_typos_in_source_code,16,11,1,4,18320,Dao Cong Tien,TienDC,"Fix typos in some source files.

Change-Id: I6b1aff7b8976726ebc91360ee5c61cef1fed7aa9
"
openstack%2Fmurano~master~I772e4b1fc56de86171938a536197b253a131645c,openstack/murano,master,I772e4b1fc56de86171938a536197b253a131645c,Adds a test for logo validation,MERGED,2016-03-12 15:03:56.000000000,2016-03-28 21:55:01.000000000,2016-03-28 21:55:01.000000000,29,3,2,292026,b92b7e6add92ace1b8a06760feaab5187baf15ec,bug/1497257,23,5,4,4,15470,Akanksha Srivastava,akanksha-dlf,"Adds a test for logo validation

Added tests for new logo validation behaviour which
restricts  file type of the logo image uploaded.
Also fix i18 import in package_base.py

Closes-Bug: #1497257
Related-Bug: #1560547
Change-Id: I772e4b1fc56de86171938a536197b253a131645c
"
openstack%2Fnova~master~Ic3f8cb1d41ac0dd590e4aeef410ae55941207c60,openstack/nova,master,Ic3f8cb1d41ac0dd590e4aeef410ae55941207c60,Fix allocations resource provider class used index,ABANDONED,2016-03-28 20:17:42.000000000,2016-03-28 21:44:30.000000000,,64,0,0,298423,12f716e2a0d265288d870ec6816b48263ac09cf9,bug/1563006,5,3,1,2,6873,Matt Riedemann,mriedem,"Fix allocations resource provider class used index

The spec and data model for the 'allocations' table has an
index over the 'resource_provider_id', 'resource_class_id' and
'used' columns but the actual 314 data migration that defined
the table and columns didn't include the 'used' column in the
index.

This migration adds a new index with the proper columns (if an
index with those columns doesn't already exist) and drops the old
index.

Change-Id: Ic3f8cb1d41ac0dd590e4aeef410ae55941207c60
Closes-Bug: #1563006
"
openstack%2Fneutron~master~I663a54608ed96133014104fe033ecea0a867ac4c,openstack/neutron,master,I663a54608ed96133014104fe033ecea0a867ac4c,Make run_ofctl check for socket error,MERGED,2016-03-01 07:55:11.000000000,2016-03-28 21:41:29.000000000,2016-03-02 14:33:03.000000000,34,7,8,286428,a6c231cdd731dae900c372799a890407bbc24a2c,bug/1550623,97,19,7,2,7787,Kevin Benton,blak111,"Make run_ofctl check for socket error

When the OVS bridge is still being initialized we get
a ""failed to connect to socket"" error when running ovs-ofctl.
This shows up quite frequently in our functional tests and
may be the source of their high failure rate.

Ultimately we need to change the behavior of run_ofctl to not
ignore errors by default, but this will require a lot of effort
because there are many places that likely expect this behavior.

As a workaround, this patch checks for the specific socket failure
and attempts the command again up to 10 times, sleeping for 1
second between each attempt to wait for the bridge to be ready.

Closes-Bug: #1550623
Closes-Bug: #1551593
Change-Id: I663a54608ed96133014104fe033ecea0a867ac4c
"
openstack%2Frequirements~master~I6113aab131b583b5e36e0f3285cd37b1cc8b7261,openstack/requirements,master,I6113aab131b583b5e36e0f3285cd37b1cc8b7261,Raise upper-constraint and GR for os-brick 1.1.1,ABANDONED,2016-03-24 21:30:52.000000000,2016-03-28 21:38:34.000000000,,2,2,0,297373,d53cbcf2de3adb09270d38f31156475af7006390,os-brick-1.2.0,13,4,2,2,11904,Sean McGinnis,SeanM,"Raise upper-constraint and GR for os-brick 1.1.1

Update global requirements and upper-constraints for the new
os-brick 1.1.1 release.

Change-Id: I6113aab131b583b5e36e0f3285cd37b1cc8b7261
"
openstack%2Fnova~master~I5e7b2fb0ff77ac16047189436e60b0faffbc7f97,openstack/nova,master,I5e7b2fb0ff77ac16047189436e60b0faffbc7f97,config options: centralize xenserver options,MERGED,2016-03-25 19:43:35.000000000,2016-03-28 21:36:55.000000000,2016-03-28 21:36:53.000000000,197,41,4,297838,1e7a3791f1845bf04afb5179c618358f2f983fc6,bp/centralize-config-options-newton,41,16,4,4,8158,Hemanth Makkapati,hemanth.makkapati,"config options: centralize xenserver options

xenserver config options under 'xenserver' section of nova.conf are
centralized to ""nova/conf/xenserver.py""

bp centralize-config-options-newton

Change-Id: I5e7b2fb0ff77ac16047189436e60b0faffbc7f97
"
openstack%2Fpuppet-openstack-integration~master~Iebc6ec2a9a3a3a7adb3949d9a91992056422356f,openstack/puppet-openstack-integration,master,Iebc6ec2a9a3a3a7adb3949d9a91992056422356f,revert temporary workaround on centos,MERGED,2016-03-14 15:39:17.000000000,2016-03-28 21:33:51.000000000,2016-03-28 21:33:51.000000000,0,3,0,292460,7e37ccfd993873ad2a9a52fe12e701239d436f11,revert/workaround,24,5,2,1,3153,Emilien Macchi,emilienm,"revert temporary workaround on centos

https://review.openstack.org/#/c/288244/ has been merged so RabbitMQ
should not steal Keystone UID / GID anymore.

Change-Id: Iebc6ec2a9a3a3a7adb3949d9a91992056422356f
"
openstack%2Ftripleo-heat-templates~master~Ibf37bfd6150d212fadcc4d2e2e2d0a89cdd76c91,openstack/tripleo-heat-templates,master,Ibf37bfd6150d212fadcc4d2e2e2d0a89cdd76c91,Remove password default for AodhPassword,MERGED,2016-03-24 18:22:41.000000000,2016-03-28 21:32:15.000000000,2016-03-28 21:32:15.000000000,0,2,0,297295,2493de2f556b8908dd7f135b789cfabe28347041,aodh-remove-unset,8,5,1,2,6924,Pradeep Kilambi,pkilambi,"Remove password default for AodhPassword

Change-Id: Ibf37bfd6150d212fadcc4d2e2e2d0a89cdd76c91
"
openstack%2Ftripleo-docs~master~Ibab9802263836778c2412568d97fbd23227be7c0,openstack/tripleo-docs,master,Ibab9802263836778c2412568d97fbd23227be7c0,Ignore both the AUTHORS and ChangeLog files,MERGED,2016-03-11 10:19:56.000000000,2016-03-28 21:29:26.000000000,2016-03-28 21:29:26.000000000,4,0,0,291645,e6db267d1d003f29277e9287f778909952a54f9f,,12,6,2,1,9712,Dougal Matthews,dougal,"Ignore both the AUTHORS and ChangeLog files

Change-Id: Ibab9802263836778c2412568d97fbd23227be7c0
"
openstack%2Ftripleo-docs~master~I831a413bb38a3f7ec5d5449b83878471c3c9837b,openstack/tripleo-docs,master,I831a413bb38a3f7ec5d5449b83878471c3c9837b,Correct a link the basic_deployment document,MERGED,2016-03-11 10:31:55.000000000,2016-03-28 21:29:20.000000000,2016-03-28 21:29:20.000000000,1,1,0,291650,45d8b34f3eb4a2f4ca0df505d83a8ae263649f90,,14,6,3,1,9712,Dougal Matthews,dougal,"Correct a link the basic_deployment document

Change-Id: I831a413bb38a3f7ec5d5449b83878471c3c9837b
"
openstack%2Ftripleo-docs~master~Ia71d1143d62328248167f32e52fe36d8657639d1,openstack/tripleo-docs,master,Ia71d1143d62328248167f32e52fe36d8657639d1,doc: how to use vlan tagged if on undercloud,MERGED,2016-03-21 22:09:06.000000000,2016-03-28 21:26:44.000000000,2016-03-28 21:26:44.000000000,4,0,0,295542,3ec2a998955fef8e269742d4d7d38e66000756b3,,8,4,1,1,9268,Gonéri Le Bouder,goneri,"doc: how to use vlan tagged if on undercloud

Describe the behavior introduced by
Iab2a4861e2231b34899c379963abbef59cf73328.

This change makes possible to use vlan tagged interfaces on the
undercloud as soon as they follow the if_name.vlan_id convention.

Change-Id: Ia71d1143d62328248167f32e52fe36d8657639d1
"
openstack%2Fcinder~stable%2Fmitaka~I3a374852aae2cb3d735782538b0132e0fa2c1f99,openstack/cinder,stable/mitaka,I3a374852aae2cb3d735782538b0132e0fa2c1f99,Imported Translations from Zanata,MERGED,2016-03-24 06:52:38.000000000,2016-03-28 21:24:49.000000000,2016-03-24 10:36:20.000000000,746,32,0,296917,542456660817b33b35ba4f539d2f9827c910fbd5,zanata/translations,24,7,1,2,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I3a374852aae2cb3d735782538b0132e0fa2c1f99
"
openstack%2Ftempest~master~I169de1253295f5718006df033ef050d307ed5f55,openstack/tempest,master,I169de1253295f5718006df033ef050d307ed5f55,Tests covering FIP in dvr multinode This is a collection of tests which validate floating ip functionality in a multinode dvr devstack environment,ABANDONED,2015-04-24 16:23:24.000000000,2016-03-28 21:22:13.000000000,,339,39,42,177345,1d19721e0e8f62f1e0c836de48b27c48ceb94bbc,dvr_fips_testing,64,12,10,3,13770,Adolfo Duarte,adolfoduarte,"Tests covering FIP in dvr multinode
This is a collection of tests which validate
floating ip functionality in a multinode dvr
devstack environment

Tests Included:
test_fips_on_each_hypervisor:
  -Boots up a vm in each hypervisor
  -Associates an FIP with each vm
  -Verifies connectivity through FIP to each vm
  -Disassociates FIPs from vms
  -Verifies connectivity through FIP is no
   longer possible

Change-Id: I169de1253295f5718006df033ef050d307ed5f55
"
openstack%2Ftripleo-puppet-elements~stable%2Fliberty~I9fe321fd4284f7bfd55bd2e69dcfe623ed6f8a2a,openstack/tripleo-puppet-elements,stable/liberty,I9fe321fd4284f7bfd55bd2e69dcfe623ed6f8a2a,Sahara integration,MERGED,2016-01-21 21:14:02.000000000,2016-03-28 21:16:55.000000000,2016-03-28 21:16:55.000000000,6,0,0,271040,497150ce9c6135c562bad0cbeade82c48745bde5,bp/sahara-integration,16,3,1,2,13953,Elise Gafford,egafford,"Sahara integration

Adds packages necessary for sahara installation to overcloud
image.

Change-Id: I9fe321fd4284f7bfd55bd2e69dcfe623ed6f8a2a
Partially-implements: blueprint sahara-integration
"
openstack%2Fpuppet-tripleo~master~I1f92ecd0c4845450df4b24f6b621d313ba9cbfc4,openstack/puppet-tripleo,master,I1f92ecd0c4845450df4b24f6b621d313ba9cbfc4,Redirect to https for horizon,MERGED,2016-03-18 08:33:55.000000000,2016-03-28 21:16:05.000000000,2016-03-28 21:16:05.000000000,15,3,0,294456,f8de51a85da685f92900ea17aef8b16a32661843,tls_enablement,19,6,3,1,10873,Juan Antonio Osorio Robles,ejuaoso,"Redirect to https for horizon

This adds a TLS binding listening on the internal network for
horizon. And on the other hand, if the public binding for horizon is
accessed via non-https, it will redirect to https.

Change-Id: I1f92ecd0c4845450df4b24f6b621d313ba9cbfc4
Depends-On: I4943c6c74e0be96c1d7e190908b9262df05d059a
"
openstack%2Freleases~master~Ieadf976dea6a0ecb9c2986e893249690c6b96c32,openstack/releases,master,Ieadf976dea6a0ecb9c2986e893249690c6b96c32,Release Manila UI 2.1,MERGED,2016-03-28 18:56:42.000000000,2016-03-28 21:15:20.000000000,2016-03-28 21:15:20.000000000,4,0,0,298377,472ab6d5892d4a11a0b9dc52d9fd5a463ea6fc39,manila-ui-2-1,7,2,1,1,2417,Ben Swartzlander,bswartz,"Release Manila UI 2.1

Another lib release to pick up g-r update for Mitaka
feature freeze.

Change-Id: Ieadf976dea6a0ecb9c2986e893249690c6b96c32
"
openstack%2Fsahara~master~Ia0ad32666f85d289768f66199c088380ce363b54,openstack/sahara,master,Ia0ad32666f85d289768f66199c088380ce363b54,Move bandit to pep8,MERGED,2016-03-24 17:56:35.000000000,2016-03-28 21:12:29.000000000,2016-03-28 21:12:29.000000000,3,0,0,297279,eba054c6da548df562384c35e739dc50c811a94e,bandit-pep,32,7,2,2,6547,Andreas Jaeger,jaegerandi,"Move bandit to pep8

bandit is working fine, move it into pep8 environment to not waste an
extra node usage for running *two* lint like jobs. pep8 is the general
linter job environment and bandit is a security linter.

Once this job is in, the non-voting bandit job for sahara can get
removed from job runs.

Also, add bandit to test-requirements.txt using the version from
global-requirements file.

Change-Id: Ia0ad32666f85d289768f66199c088380ce363b54
"
openstack%2Fpython-tackerclient~master~Ia1945ab2020a0ff434a95d2d7ec3aa85fb275510,openstack/python-tackerclient,master,Ia1945ab2020a0ff434a95d2d7ec3aa85fb275510,Updated from global requirements,MERGED,2016-03-28 19:32:02.000000000,2016-03-28 21:12:02.000000000,2016-03-28 21:12:02.000000000,2,2,0,298395,82e32687d3e2666ab6a2ba03d23d11bfbe3a5648,openstack/requirements,7,3,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from global requirements

Change-Id: Ia1945ab2020a0ff434a95d2d7ec3aa85fb275510
"
openstack%2Fpuppet-oslo~master~I9aed2b8a8718e0b0cfca3e25ef93fcff2ad8444a,openstack/puppet-oslo,master,I9aed2b8a8718e0b0cfca3e25ef93fcff2ad8444a,Fix values for rabbit_hosts,MERGED,2016-03-17 11:26:51.000000000,2016-03-28 21:11:46.000000000,2016-03-28 20:30:50.000000000,32,3,11,293964,5b4a439df15b48096d8389dbb22c1b71f642ccfa,,40,7,7,2,7732,IvanBerezovskiy,iberezovskiy,"Fix values for rabbit_hosts

When rabbit_hosts parameter isn't set (service_default is used)
we are forming its value in that way: ""$rabbit_host:$rabbit_port"".
But when host or port or both aren't set (they are also service_default)
we can get rabbit_hosts set to ""$rabbit_host:<SERVICE DEFAULT>""
or ""<SERVICE DEFAULT>:$rabbit_port"" or ""<SERVICE DEFAULT>:<SERVICE DEFAULT>"".
This patch fixes the issue. rabbit_hosts parameter will be set only if it's passed.

Change-Id: I9aed2b8a8718e0b0cfca3e25ef93fcff2ad8444a
"
